city_name,district,name,barangay,address
Quezon City,4,"Bagong Lipunan ng Crame, Manggahan Half Court",Bagong Lipunan ng Crame,Sunrise Drive
Quezon City,4,Botocan Barangay Hall,Botocan,Makadios Stz- 3rd Floor
Quezon City,4,Botocan Suntay Multi-Purpose Building,Botocan,"Camp Karingal, Makadios St"
Quezon City,4,Central Agham Rd (BIR Rd),Central,BIR Rd
Quezon City,4,Central Kalayaan Service Rd (Kalayaan Ave),Central,Kalayaan Ave
Quezon City,4,Central Mutlti-purpose Hall,Central,Quezon Ave E. Service Rd
Quezon City,4,Quezon City Memorial Circle (Eliptical Rd),Central,QMC
Quezon City,4,"Damayang Lagi, Scalabrini Theology",Damayang Lagi,Scalabrini Theology
Quezon City,4,"Damayang Lagi, TUA Building",Damayang Lagi,Trinity University of Asia (Covered Court)
Quezon City,4,"Damayang Lagi,Missionary Society of Saint Paul (MSSP)",Damayang Lagi,Missionary Society of Saint Paul (MSSP)
Quezon City,4,San Lorenzo Ruiz Formation House,Damayang Lagi,San Lorenzo Ruiz
Quezon City,4,"Don Manuel, Aurora A. Quezon Elementary School",Don Manuel,Cordillera St
Quezon City,4,Our Lady of Parish (Diocese of Cubao),Don Manuel,Our Lady of Parish (Diocese of Cubao) / (L.Castillo)
Quezon City,4,Aurora A Quezon Elementary School,Doña Aurora,Cordillera St
Quezon City,4,Barangay Doña Aurora SB2 Court,Doña Aurora,Jacinto St
Quezon City,4,Doña Aurora Barangay Hall,Doña Aurora,Luskot St
Quezon City,4,Doña Aurora Our Lady of Sacred Heart School,Doña Aurora,Bayani St
Quezon City,4,Doña Imelda Justice Hall,Doña Imelda,Bayani St
Quezon City,4,Doña Imelda Malangen Hall,Doña Imelda,Bayani St
Quezon City,4,Doña Imelda Multi Purpose Hall Gymnasium,Doña Imelda,Bayani St
Quezon City,4,Doña Imelda Suntay Amphitheater,Doña Imelda,Bayani St
Quezon City,4,Philippines Institute of Quezon City (PIQC),Doña Josefa,"Kitanlad St"
Quezon City,4,Horseshoe Barangay Hall,Horseshoe,"Sunset Drive"
Quezon City,4,Horseshoe Juliet Circle Open Space Area,Horseshoe,Julieta Circle
Quezon City,4,Horseshoe Plaza Court Velasco Compound,Horseshoe,Gilmore Town House
Quezon City,4,Immaculate Conception Barangay Multi-purpose Hall,Immaculate Conception,Trinidad St
Quezon City,4,Immaculate Conception Cathedral School,Immaculate Conception,Lantana St
Quezon City,4,Kalusugan Barangay Hall,Kalusugan,19th St & Sta. Ignacia St
Quezon City,4,Kalusugan Multi-Purpose Building,Kalusugan,Broadway Ave.
Quezon City,4,Missionary Saint Andrew Theological,Kalusugan,Trinity Drive
Quezon City,4,Kamuning Barangay Hall,Kamuning,"K-5th St, behind the kamuning public market"
Quezon City,4,Kamuning Bernardo Multi-purpose Hall,Kamuning,"K-3rd St, Behind the BJMP"
Quezon City,4,Kamuning Senior Citizens Building,Kamuning,K-5th St
Quezon City,4,Kamuning Vicente Hall,Kamuning,K-5th St
Quezon City,4,Kaunalaran Banahaw,Kaunlaran,"Banahaw St, N. Domingo St"
Quezon City,4,Kaunlaran Youth Development (Planas),Kaunlaran,Yakap Day care center
Quezon City,4,Ponciano Bernardo Elementary School,Kaunlaran,P. Bernardo
Quezon City,4,Kristong Hari Barangay Hall,Kristong Hari,Kalusugan St (Broadway Ave)
Quezon City,4,Kristong Hari Lagman Building,Kristong Hari,E. Jacinto St
Quezon City,4,Kristong Hari Rillo Building,Kristong Hari,Kalusugan St (Broadway Ave)
Quezon City,4,Holy Cross Parish,Krus na Ligas,P. Francisco
Quezon City,4,Krus na Ligas Amado Baluyot Covered Court,Krus na Ligas,B. Baluyot
Quezon City,4,Krus na Ligas Community Park,Krus na Ligas,Magiting St
Quezon City,4,Krus na Ligas Elementary School,Krus na Ligas,P. Francisco
Quezon City,4,Krus na Ligas Events Place,Krus na Ligas,B. Baluyot
Quezon City,4,Krus na Ligas Health Center,Krus na Ligas,P. Francisco
Quezon City,4,Krus na Ligas High School,Krus na Ligas,P. Francisco
Quezon City,4,Krus na Ligas Multi-Purpose Building,Krus na Ligas,B. Baluyot
Quezon City,4,Krus na Ligas Sitio Lambak Covered Court,Krus na Ligas,Sitio Lambak
Quezon City,4,Laging Handa Barangay Basketball Court,Laging Handa,73 Sct. Gandia cor. Sct. Tuason
Quezon City,4,Laging Handa Barangay Hall – 3rd Floor,Laging Handa,73 Sct. Gandia cor. Sct. Tuason
Quezon City,4,Laging Handa Barangay Open Stretch,Laging Handa,Sct. Tobias St
Quezon City,4,Malaya Barangay Hall,Malaya,Matahimik St
Quezon City,4,Malaya Basketball Covered Court,Malaya,Matahimik St
Quezon City,4,Malaya Elementary School,Malaya,Matahimik School
Quezon City,4,Mary Hill School of Theology,Mariana,Bayani Rd corner Gilmore Ave
Quezon City,4,National Shrine of Our Lady of Mount Carmel,Mariana,Victoria Ave corner. 5th St
Quezon City,4,Don Alejandro Roces Science High School,Obrero,Don A Roces Ave
Quezon City,4,Obrero Function Hall,Obrero,T. Morato cor Parkway St
Quezon City,4,Old Capitol Site Barangay Gym / Covered Court,Old Capitol Site,Barangay Gym / Covered Court
Quezon City,4,Old Capitol Site Barangay Hall,Old Capitol Site,Esquinita St
Quezon City,4,Old Capitol Site Barangay Hall Annex,Old Capitol Site,Esquinita St
Quezon City,4,Old Capitol Site Rillo Multi – purpose Hall,Old Capitol Site,Esquinita St
Quezon City,4,Manuel Roxas High School,Paligsahan,Sct. Chuatoco St
Quezon City,4,Amoranto Sports Complex,Pinagkaisahan,Sct. Chuatoco St
Quezon City,4,Pinyahan Elementary School,Pinyahan,Mabilis St
Quezon City,4,Pinyahan Suntay Multi – Purpose Hall Building,Pinyahan,Barangay Hall Multi-purpose halll
Quezon City,4,General Roxas Elementary SchoolCovered Court,Roxas,Jasmin St
Quezon City,4,Holy Family Parish Church,Roxas,Padre Silva St
Quezon City,4,Roxas Multi Purpose Gymnasium,Roxas,Champaca St
Quezon City,4,Kamuning Elementary School,Sacred Heart,Scout torillo St
Quezon City,4,"Sacred Heart, Church",Sacred Heart,Sacred Heart Parish – Shrine
Quezon City,4,San Isidro Galas Badminton Court,San Isidro Galas,Unang Hakbang St
Quezon City,4,San Isidro Galas Basketball Court,San Isidro Galas,Unang Hakbang St
Quezon City,4,San Isidro Galas Tennis Court,San Isidro Galas,Unang Hakbang St
Quezon City,4,San Martin De Porres Open Spaces (A. Banahaw & Edsa Terminal),San Martin de porres,Edsa Terminal
Quezon City,4,"San Martin de Porres, Barangay Hall & Basketball Covered Court",San Martin de porres,Mecca Aly
Quezon City,4,"San Martin De Porres, Open Spaces (C. Parking Area 2 Banahaw St)",San Martin de porres,Mayor Ignacio Santos Diaz St
Quezon City,4,"San Martin De Porres, Open Spaces (B. Mataba St)",San Martin de porres,Mataba St
Quezon City,4,"San Martin De Porres, Open Spaces (D. Edsa Cor. P. Tuazon Blvd)",San Martin de porres,P. Tuazon Blvd
Quezon City,4,San Vicente Covered Basketball Court,San Vicente,Maayusin St
Quezon City,4,San Vicente Suntay Hall,San Vicente,Maayusin St
Quezon City,4,Santol Barangay Hall,Santol,Baloy Silencio St
Quezon City,4,"Sikatuna Village, 1St, Quadrant",Sikatuna Village,Maamo St
Quezon City,4,"Sikatuna Village, 2nd Quadrant",Sikatuna Village,Manining St
Quezon City,4,"Sikatuna Village, 3rd Quadrant",Sikatuna Village,Malihim St
Quezon City,4,"Sikatuna Village, 4th Quadrant",Sikatuna Village,Maginhawa St
Quezon City,4,South Triangle Barangay Hall,South Triangle,Sct. Bayoran St
Quezon City,4,Sto. Nino Barangay Hall,Sto. Niño,San Isidro St
Quezon City,4,Tatalon JFYC Covered Basketball Court,Tatalon,Tagupo St
Quezon City,4,Tatalon Victory Covered Court,Tatalon,Along Victory Ave
Quezon City,4,"Teachers Village East, Barangay Hall / Covered Court",Teachers Village East,Maginhawa St
Quezon City,4,Claret School of Quezon City,Teachers Village West,Mahinhin St
Quezon City,4,U.P Village Basketball Court,U.P Village,Mapayapa St
Quezon City,4,U.P. Village Tennis Court,U.P Village,Mapayapa St
Quezon City,4,UP Campus Amorsolo Building,UP Campus,C.V. Francisco St
Quezon City,4,UP Campus Dagohoy Hall,UP Campus,Dagohoy St
Quezon City,4,UP Campus Village B Covered Court,UP Campus,Village B St
Quezon City,4,Valencia Barangay Hall,Valencia,86 B Col.Bonny Serrano Ave
Quezon City,4,Valencia Multi – purpose Hall,Valencia,Bonny Serano Ave (Multi-purpose Hall)
Quezon City,5,Bagbag Elementary School,Bagbag,Franco St
Quezon City,5,Bagbag Remarville Covered Court (Old & New),Bagbag,Capricorn St
Quezon City,5,Bagbag SP Park – Kingspoint Subd.,Bagbag,King George St
Quezon City,5,Goodwill Elementary School,Bagbag,"Moses St, & Capricorn Ave."
Quezon City,5,Capri Activity Center (CaC),Capri,Narra St Area-3
Quezon City,5,Capri Multi purpose Bldg 2nd Floor,Capri,Sampaguita St Cor Langka St
Quezon City,5,Capri Multi purpose Covered Court 2nd Floor,Capri,Narra St cor Sampaguita St Area -3
Quezon City,5,Capri Vargas Hall 2 Storey Bldg,Capri,Mangga St Area 4
Quezon City,5,San Isidro Labrador Parish Chapel,Capri,Ilang -ilang St Area 2
Quezon City,5,Fairview Basketball Covered court,Fairview,Beside Barangay hall
Quezon City,5,Fairview Basketball Covered court,Fairview,Bistek ville 6
Quezon City,5,Fairview Elementary School,Fairview,Fairlane St
Quezon City,5,Fairview King Kibbal Restaurant,Fairview,Regalado Ave. St
Quezon City,5,Fairview Sitio Kislap Covered court,Fairview,Pearl St
Quezon City,5,Fairview Sitio Ruby multi-purpose center,Fairview,Sitio Ruby St
Quezon City,5,Good Shepherd Cathedral Parish,Fairview,Regalado Ave. St
Quezon City,5,"The Church of Jesus ChriSt, of Latter-day Saints",Fairview,Regalado Ave. St
Quezon City,5,Greater Lagro Centennial Park Dulo,Greater Lagro,"Flores De Mayo, Sultan, Tengao, Ascension Ave."
Quezon City,5,Greater Lagro Covered Basketball Court,Greater Lagro,"Flores De Mayo, Sultan, Tengao, Ascension Ave."
Quezon City,5,Greater Lagro Covered Basketball Court,Greater Lagro,"Flores De Mayo, Sultan, Tengao, Ascension Ave."
Quezon City,5,Greater Lagro Covered Tennis Court,Greater Lagro,"Flores De Mayo, Sultan, Tengao, Ascension Ave."
Quezon City,5,Greater Lagro Covered Tennis Court,Greater Lagro,"Flores De Mayo, Sultan, Tengao, Ascension Ave."
Quezon City,5,Greater Lagro Hilltop Covered Basketball Court,Greater Lagro,Esperanza St
Quezon City,5,Greater Lagro Mindanao Ave. Ext. Open Spaces,Greater Lagro,Mindanao Ave ext.
Quezon City,5,Greater Lagro Open Basketball Court,Greater Lagro,"Flores De Mayo, Sultan, Tengao, Ascension Ave."
Quezon City,5,Greater Lagro Open Spaces,Greater Lagro,"Flores De Mayo, Sultan, Tengao, Ascension Ave."
Quezon City,5,Greater Lagro Open Volleyball Court Plaza,Greater Lagro,"Flores De Mayo, Sultan, Tengao, Ascension Ave."
Quezon City,5,Holy Family Parish (Diocese of Novaliches),Gulod,Villareal St
Quezon City,5,Jose Maria Panganiban Senior High School,Gulod,Villaflor St
Quezon City,5,Rosa L. Susano Novaliches Elementary,Gulod,Quirino Highway
Quezon City,5,Kaligayahan Multi – Purpose Hall,Kaligayahan,Mockingbird St
Quezon City,5,Kaligayahan Roxas Vargas Hall,Kaligayahan,"4B Penguin St, Novaliches Quezon City"
Quezon City,5,"Kaligayahan, Zabarte Covered Court",Kaligayahan,Mockingbird St
Quezon City,5,Nagkaisang Nayon Banahaw St Open Space,Nagkaisang Nayon,Banahaw St
Quezon City,5,Nagkaisang Nayon Goldmine Basketball Court,Nagkaisang Nayon,San Dionisio St
Quezon City,5,Nagkaisang Nayon Pasacola Area D. Basketball Covered Court,Nagkaisang Nayon,Queens Ave
Quezon City,5,Nagkaisang Nayon Robina Covered Court,Nagkaisang Nayon,Robina St
Quezon City,5,North Fairview Barangay Hall,North Fairview,Sarong Bangui St
Quezon City,5,North Fairview Elementary School,North Fairview,Avon St
Quezon City,5,North Fairview High School,North Fairview,Auburn St
Quezon City,5,North Fairview Milenyo Day care center,North Fairview,Milenyo St
Quezon City,5,North Fairview UNFHAI Phase 8 Clubhouse and Covered Court,North Fairview,Peso St
Quezon City,5,Novaliches Proper Barangay Hall,Novaliches Proper,Barangay Novaliches Proper
Quezon City,5,Novaliches Proper Doña Isaura Covered Court,Novaliches Proper,Doña Isaura Subd
Quezon City,5,Novaliches Proper Doña Rosario Covered Court,Novaliches Proper,Doña Rosario St
Quezon City,5,Novaliches Proper SB Plaza,Novaliches Proper,"Buenamar St, Quirino Highway"
Quezon City,5,Novaliches Proper Visaya’s Residence rooftop,Novaliches Proper,245 Gen Luis St
Quezon City,5,Maligaya Elementary School Building,Pasong Putik Proper,ilang-ilang St
Quezon City,5,Maligaya High School Building,Pasong Putik Proper,ilang-ilang St
Quezon City,5,Pasong Putik Proper Covered Basketball Court,Pasong Putik Proper,Pechayan Covered court ilang-ilang St
Quezon City,5,San Agustin Fidel Covered Court,San Agustin,T.S Cruz Subdivision
Quezon City,5,San Agustin Vargas Multi-purpose building (Old Barangay),San Agustin,Old Barangay
Quezon City,5,Odelco Elementary School,San Bartolome,Ivory & Orange St
Quezon City,5,San Bartolome California Village,San Bartolome,Katipunan Ave. California Village
Quezon City,5,San Bartolome Nomar II Covered Court,San Bartolome,Santan St
Quezon City,5,San Bartolome Odelco Covered Court,San Bartolome,Ivory & Orange St
Quezon City,5,"San Bartolome, S.M Parking lot Area",San Bartolome,Quirino highway
Quezon City,5,San Gabriel Elementary School,Sta. Lucia,A. Bonifacio St
Quezon City,5,Sta. Lucia Barangay Hall rooftop,Sta. Lucia,Barangay hall Sta. lucia
Quezon City,5,Sta. Lucia Basketball Covered Court,Sta. Lucia,Sta. Lucia Ave.
Quezon City,5,Sta. Lucia High School,Sta. Lucia,P. Paterno St
Quezon City,5,Sta. Lucia Multipurpose Hall,Sta. Lucia,Sta. Lucia St
Quezon City,5,Sta. Lucia Parish,Sta. Lucia,"T. Alonzo St, & J.P Rizal St"
Quezon City,5,Sta. Monica Idang Daycare,Sta. Monica,Idang St
Quezon City,5,Sta. Monica Lydia Basketball court,Sta. Monica,Lydia St
Quezon City,5,Sta. Monica Mayang Pula Multi-purpose hall,Sta. Monica,Orange St
Quezon City,5,Sta. Monica Sarmiento Daycare,Sta. Monica,Doña Rorie St
Quezon City,5,"Sta. Monica, Barangay Covered Court",Sta. Monica,Pugong Ginto St
Quezon City,6,Apolonio Samson Elementary School,Apolonio Samson,Q.Baetong Dr.
Quezon City,6,Baesa Covered Court Asamba,Baesa,Asamba Covered Court
Quezon City,6,Baesa Dead End Court,Baesa,Dead End Court
Quezon City,6,Baesa G.K Multi-purpose Hall,Baesa,G.K Sitio Pajo
Quezon City,6,Baesa Monotoc Covered Court,Baesa,Marikit St
Quezon City,6,Baesa Upper Pajo Open Basketball Court,Baesa,F. Carlos St
Quezon City,6,Lucas R. Pascual Memorial Elementary School,Baesa,Pascual Rd
Quezon City,6,Saint Martin De Porres Chapel,Baesa,Sitio Mendez
Quezon City,6,Bagong-bato Barangay Hall,Balong-bato,Maximina St
Quezon City,6,Balong-bato Leland Drive Covered Court,Balong-bato,Sab beda College
Quezon City,6,Balumbato Elementary School,Balong-bato,S. Gonzales Dr
Quezon City,6,Culiat High School,Culiat,Tandang Sora Ave.
Quezon City,6,Culiat Multi-Purpose Hall Casanova,Culiat,Casanova Dr Ext.
Quezon City,6,"Culiat, Forestry Covered Court",Culiat,Cenacle Drive
Quezon City,6,"Culiat, Luzon Satellite Covered Court",Culiat,Purok 4 Luzon Satellite
Quezon City,6,"Culiat, Purok 4B Covered Court",Culiat,Purok 4B
Quezon City,6,"Culiat, San Lorenzo Formation Center",Culiat,Opal St
Quezon City,6,"Culiat, Sanville Multi-Purpose Hall",Culiat,Cenacle Drive
Quezon City,6,"Culiat, Vargas Covered Court",Culiat,Vargas LN
Quezon City,6,New Era Disaster Building,New Era,"St Joseph St, Beside a Barangay Hall"
Quezon City,6,New Era MRF Building,New Era,"St Joseph St, Beside a Barangay Hall"
Quezon City,6,Pasong Tamo Pingkian III Covered Court,Pasong Tamo,Lily St
Quezon City,6,Pasong Tamo Barangay Hall Annex II,Pasong Tamo,Freedom Ave
Quezon City,6,Pasong Tamo Elementary School,Pasong Tamo,Tandang Sora Ave.
Quezon City,6,Pasong Tamo Marcel Covered Court,Pasong Tamo,Marcel Village
Quezon City,6,Pasong Tamo SK Hall Covered Court,Pasong Tamo,Freedom Ave
Quezon City,6,GSIS Village Elementary School,Sangandaan,Premium St
Quezon City,6,Ismael Mathay Sr. High School,Sangandaan,Branches St
Quezon City,6,Mendoza Multi-Level Building,Sangandaan,Branches St
Quezon City,6,Greenville Covered Court,Sauyo,Greenville St
Quezon City,6,Sauyo Area 5A Day Care Center,Sauyo,Pascual Rd
Quezon City,6,Sauyo Area 6A Day Care Center,Sauyo,Primula St
Quezon City,6,Sauyo Baluyot Covered Court,Sauyo,Gold Star St
Quezon City,6,Sauyo Baluyot Day Care Center,Sauyo,Gold Star St
Quezon City,6,Sauyo Del Nacia Covered Court,Sauyo,Daisy St
Quezon City,6,Sauyo Elementary School,Sauyo,Fuschia St
Quezon City,6,Sauyo Greenview Royale Covered Court,Sauyo,Green valley St
Quezon City,6,Sauyo High School,Sauyo,Pantabangan St
Quezon City,6,Sauyo Homeland Park,Sauyo,Teacher St
Quezon City,6,Sauyo Lower Gulod Day Care Center,Sauyo,Lower Gulod
Quezon City,6,Sauyo Masarnaa Day care Center,Sauyo,201 Mabuhay Compound
Quezon City,6,Sauyo NIA Covered Court,Sauyo,Pantabangan St
Quezon City,6,Sauyo Sumama Day care,Sauyo,202 Mabuhay Compound
Quezon City,6,"Sauyo, Old cabuyao Day Care Center",Sauyo,Orchids St
Quezon City,6,Placido Del Mundo Elementary School,Talipapa,"Placido Del Mundo Elementary School, Quirino Highway"
Quezon City,6,Talipapa Barangay Hall,Talipapa,"Brgy. Hall 3rd Floor, Quirino Highway"
Quezon City,6,Talipapa Sahara Basketball Court,Talipapa,C. Francisco Sahara Sports Complex Basketball Court
Quezon City,6,Talipapa Silvina Village Sports Complex,Talipapa,Silvina Village Sports Complex / Bangus St
Quezon City,6,Talipapa Villa Sabina Park,Talipapa,Santa Sabina St
Quezon City,6,Talipapa Volley Ball Court,Talipapa,Santa Sabina St
Quezon City,6,St Vincent Seminary,Tandang Sora,Tandang Sora Ave
Quezon City,6,Tandang Sora Barangay Hall,Tandang Sora,Don Jose St
Quezon City,6,Tandang Sora SB Court,Tandang Sora,Neptune St
Quezon City,6,Bonifacio Memorial Elementary School,Unang Sigaw,Beside Barangay hall
Quezon City,6,Unang Sigaw Barangay Hall,Unang Sigaw,Metro Manila Rd
Quezon City,6,Unang Sigaw Multi-purpose Covered Court,Unang Sigaw,"WeSt, Service Rd"
